split,class_name,label_kind,image_path,image_stem,num_felz_variants,chosen_variant,felz_raw_path,felz_boundary_path,felz_colored_path,felz_info_path
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_826.JPG,HLTY_826,1,HLTY_826_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_826_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_826_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_826_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_826_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_827.JPG,HLTY_827,1,HLTY_827_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_827_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_827_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_827_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_827_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_828.JPG,HLTY_828,1,HLTY_828_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_828_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_828_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_828_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_828_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_829.JPG,HLTY_829,1,HLTY_829_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_829_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_829_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_829_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_829_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_83.jpg,HLTY_83,1,HLTY_83_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_83_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_83_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_83_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_83_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_830.JPG,HLTY_830,1,HLTY_830_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_830_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_830_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_830_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_830_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_831.JPG,HLTY_831,1,HLTY_831_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_831_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_831_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_831_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_831_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_832.JPG,HLTY_832,1,HLTY_832_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_832_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_832_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_832_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_832_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_833.JPG,HLTY_833,1,HLTY_833_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_833_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_833_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_833_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_833_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_834.JPG,HLTY_834,1,HLTY_834_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_834_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_834_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_834_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_834_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_835.JPG,HLTY_835,1,HLTY_835_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_835_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_835_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_835_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_835_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_836.JPG,HLTY_836,1,HLTY_836_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_836_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_836_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_836_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_836_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_837.JPG,HLTY_837,1,HLTY_837_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_837_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_837_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_837_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_837_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_838.JPG,HLTY_838,1,HLTY_838_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_838_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_838_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_838_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_838_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_839.JPG,HLTY_839,1,HLTY_839_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_839_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_839_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_839_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_839_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_84.jpg,HLTY_84,1,HLTY_84_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_84_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_84_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_84_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_84_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_840.JPG,HLTY_840,1,HLTY_840_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_840_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_840_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_840_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_840_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_841.JPG,HLTY_841,1,HLTY_841_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_841_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_841_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_841_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_841_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_842.JPG,HLTY_842,1,HLTY_842_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_842_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_842_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_842_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_842_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_843.JPG,HLTY_843,1,HLTY_843_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_843_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_843_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_843_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_843_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_845.JPG,HLTY_845,1,HLTY_845_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_845_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_845_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_845_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_845_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_846.JPG,HLTY_846,1,HLTY_846_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_846_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_846_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_846_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_846_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_847.JPG,HLTY_847,1,HLTY_847_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_847_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_847_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_847_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_847_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_848.JPG,HLTY_848,1,HLTY_848_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_848_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_848_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_848_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_848_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_849.JPG,HLTY_849,1,HLTY_849_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_849_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_849_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_849_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_849_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_85.jpg,HLTY_85,1,HLTY_85_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_85_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_85_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_85_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_85_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_850.JPG,HLTY_850,1,HLTY_850_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_850_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_850_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_850_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_850_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_851.JPG,HLTY_851,1,HLTY_851_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_851_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_851_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_851_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_851_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_852.JPG,HLTY_852,1,HLTY_852_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_852_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_852_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_852_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_852_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_853.JPG,HLTY_853,1,HLTY_853_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_853_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_853_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_853_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_853_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_854.JPG,HLTY_854,1,HLTY_854_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_854_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_854_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_854_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_854_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_855.JPG,HLTY_855,1,HLTY_855_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_855_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_855_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_855_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_855_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_856.JPG,HLTY_856,0,,,,,
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_857.JPG,HLTY_857,0,,,,,
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_858.JPG,HLTY_858,1,HLTY_858_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_858_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_858_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_858_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_858_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_86.jpg,HLTY_86,1,HLTY_86_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_86_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_86_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_86_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_86_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_860.JPG,HLTY_860,1,HLTY_860_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_860_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_860_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_860_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_860_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_861.JPG,HLTY_861,0,,,,,
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_863.JPG,HLTY_863,1,HLTY_863_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_863_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_863_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_863_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_863_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_864.JPG,HLTY_864,1,HLTY_864_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_864_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_864_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_864_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_864_s80_0_sg0_5_ms20_info.txt
